DrugBank ID,Smiles,Name,Predicted negative probability,Predicted positive probability,Predicted classification
DB09090,Brc1cc(OC)c(OC)cc1C[N+]1(CCOCC1)CCOCCC1C2CC(CC1)C2(C)C,Pinaverium,2.61E-01,7.39E-01,1
DB09089,O(C)c1c(OC)cc(cc1OC)C(OCC(N(C)C)(CC)c1ccccc1)=O,Trimebutine,7.04E-02,9.30E-01,1
DB09087,[K+].S(=O)(=O)([O-])[O-].S(=O)(=O)([O-])[O-].[Al+3],Potassium alum,1.00E+00,5.60E-11,0
DB09086,O(C)c1cc(ccc1O)CC=C,Eugenol,9.00E-01,1.00E-01,0
DB09085,O(C(=O)c1ccc(NCCCC)cc1)CCN(C)C,Tetracaine,1.40E-01,8.60E-01,1
DB09084,O(CCCN(C)C)c1nn(c2c1cccc2)Cc1ccccc1,Benzydamine,1.22E-02,9.88E-01,1
DB09083,O(C)c1cc2c(cc1OC)C[C@@H]2CN(CCCN1CCc2cc(OC)c(OC)cc2CC1=O)C,Ivabradine,3.19E-02,9.68E-01,1
DB09082,Clc1cccc(Cl)c1COCCOCCCCCCNC[C@H](O)c1cc(CO)c(O)cc1,Vilanterol,2.00E-01,8.00E-01,1
DB09081,O(C)C=1C(=O)C(CCCCCCCCCCO)=C(C)C(=O)C=1OC,Idebenone,7.62E-01,2.38E-01,0
DB09080,Cl.O1CC(O)=Nc2c1c(cc(O)c2)[C@@H](O)CNC(Cc1ccc(OC)cc1)(C)C,Olodaterol,4.50E-01,5.50E-01,1
DB09079,OC/1=Nc2cc(ccc2\C\1=C(\Nc1ccc(N(C(=O)CN2CCN(CC2)C)C)cc1)/c1ccccc1)C(OC)=O,Nintedanib,3.39E-01,6.61E-01,1
DB09078,Clc1cc(Oc2c3cc(C(O)=N)c(OC)cc3ncc2)ccc1NC(O)=NC1CC1,Lenvatinib,5.63E-01,4.37E-01,0
DB09076,[Br-].O(Cc1ccccc1)CC[N+]12CCC(CC1)(CC2)C(O)(c1ccccc1)c1ccccc1,Umeclidinium,8.01E-01,1.99E-01,0
DB09075,Clc1ccc(nc1)NC(=O)C(=O)N[C@H]1CC[C@@H](C[C@H]1NC(=O)c1sc2c(n1)CCN(C2)C)C(=O)N(C)C,Edoxaban,7.84E-01,2.16E-01,0
DB09074,Fc1ccc(cc1C(=O)N1CCN(CC1)C(=O)C1CC1)Cc1nnc(O)c2c1cccc2,Olaparib,5.37E-01,4.63E-01,0
DB09073,O=C1N(c2nc(ncc2C(C)=C1C(=O)C)Nc1ncc(N2CCNCC2)cc1)C1CCCC1,Palbociclib,6.29E-01,3.71E-01,0
DB09071,O1CCc2c1cccc2[C@@H]1C[C@H]1CN=C(O)CC,Tasimelteon,1.91E-01,8.09E-01,1
DB09069,O(C)c1c(OC)c(OC)ccc1CN1CCNCC1,Trimetazidine,4.81E-01,5.19E-01,1
DB09068,S(c1ccc(cc1C)C)c1ccccc1N1CC[NH2+]CC1,Vortioxetine,5.13E-02,9.49E-01,1
DB09067,OC[C@H]1C[C@@H](n2c3nc(nc(NC4CC4)c3nc2)N)C=C1,Corticorelin,6.63E-01,3.37E-01,0
DB09065,s1cncc1COC(=O)N[C@@H](Cc1ccccc1)CC[C@@H](NC(=O)[C@@H](NC(=O)N(Cc1nc(sc1)C(C)C)C)CCN1CCOCC1)Cc1ccccc1,Cobicistat,3.10E-01,6.90E-01,1
DB09063,Clc1cnc(nc1Nc1ccccc1S(=O)(=O)C(C)C)Nc1cc(C)c(cc1OC(C)C)C1CCNCC1,Ceritinib,3.89E-01,6.11E-01,1
DB09060,S(ON1[C@@H]2CC[C@H](N(C2)C1=O)C(=O)N)(=O)(=O)[O-].[Na+],Avibactam,1.00E+00,2.48E-06,0
DB09054,Fc1c2c(N=C(N(C2=O)c2ccccc2)[C@@H](Nc2ncnc3[nH]cnc23)CC)ccc1,Idelalisib,5.11E-01,4.89E-01,0
DB09053,O(c1ccc(cc1)-c1nn(c2ncnc(N)c12)[C@@H]1CCCN(C1)C(=O)C=C)c1ccccc1,Ibrutinib,2.71E-01,7.29E-01,1
DB09050,s1nc(nc1N)/C(=N/OC(C(O)=O)(C)C)/C(=O)N[C@H]1[C@H]2SCC(C[n+]3n(C)c(N)c(NC(=O)NCCN)c3)=C(N2C1=O)C(=O)[O-],Ceftolozane,9.88E-01,1.16E-02,0
DB09049,O1[C@@H]2[C@]34CCN([C@H](Cc5c3c1c(O)cc5)[C@]4(O)CC[C@@H]2OCCOCCOCCOCCOCCOCCOCCOC)CC=C,Naloxegol,3.52E-01,6.48E-01,1
DB09048,FC(F)(F)c1cc(cc(c1)C(F)(F)F)C(C(=O)N(C)c1cnc(N2CCN(CC2)C)cc1-c1ccccc1C)(C)C,Netupitant,6.62E-03,9.93E-01,1
DB09047,Fc1cc2c(N(C=C(C(O)=O)C2=O)C2CC2)c(C#N)c1N1C[C@@H]2NCCO[C@H]2C1,Finafloxacin,9.86E-01,1.42E-02,0
DB09042,P(OC[C@@H]1OC(=O)N(C1)c1cc(F)c(cc1)-c1ccc(nc1)-c1nn(nn1)C)(O)(O)=O,Tedizolid Phosphate,9.05E-01,9.49E-02,0
DB09041,Fc1cc2c(cc1)B(OC2)O,Tavaborole,9.99E-01,1.18E-03,0
DB09040,Fc1cc(F)ccc1[C@](O)([C@H](N1CCC(CC1)=C)C)Cn1ncnc1,Efinaconazole,7.06E-01,2.94E-01,0
DB09039,O1CCOc2c1cc(cc2)[C@@H](O)[C@H](N=C(O)CCCCCCC)CN1CCCC1,Eliglustat,6.38E-02,9.36E-01,1
DB09038,Clc1ccc(cc1Cc1ccc(O[C@H]2CCOC2)cc1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Empagliflozin,5.75E-01,4.25E-01,0
DB09034,Clc1cc2nc(oc2cc1)N1CC[C@H](N(CC1)C(=O)c1cc(ccc1-n1nccn1)C)C,Suvorexant,3.34E-01,6.66E-01,1
DB09031,P(OCCCCCCCCCCCCCCCC)(OCC[N+](C)(C)C)(=O)[O-],Miltefosine,1.37E-01,8.63E-01,1
DB09030,Fc1cc(ccc1)-c1ccc(nc1)\C=C\[C@@H]1[C@H]2[C@@H](C[C@H]3[C@H]1CC[C@@H](N=C(OCC)O)C3)C(O[C@@H]2C)=O,Vorapaxar,1.70E-01,8.30E-01,1
DB09028,O=C1N2C([C@@H]3C[C@H](C2)CNC3)=CC=C1,Cytisine,9.78E-01,2.20E-02,0
DB09027,FC1(F)c2cc(ccc2-c2c1cc(cc2)-c1[nH]c(nc1)[C@H]1N(CC2(C1)CC2)C(=O)[C@@H](N=C(OC)O)C(C)C)-c1cc2[nH]c(nc2cc1)[C@H]1N([C@@H]2CC[C@H]1C2)C(=O)[C@@H](N=C(OC)O)C(C)C,Ledipasvir,1.25E-01,8.75E-01,1
DB09026,O(CCCOC)c1cc(ccc1OC)C[C@H](C(C)C)C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C(=O)N)(C)C,Aliskiren,7.21E-01,2.79E-01,0
DB09021,N(CC12CCC(c3c1cccc3)c1c2cccc1)C,Benzoctamine,1.40E-01,8.60E-01,1
DB09020,O(C(=O)C)c1ccc(cc1)C(c1ccc(OC(=O)C)cc1)c1ncccc1,Bisacodyl,6.42E-01,3.58E-01,0
DB09019,Brc1cc(Br)cc(CN(C)C2CCCCC2)c1N,Bromhexine,2.77E-01,7.23E-01,1
DB09018,Brc1cc(C(O)=NCCN(CC)CC)c(OC)cc1N,Bromopride,1.11E-01,8.89E-01,1
DB09017,Brc1sc2-n3c(nnc3C)CN=C(c2c1)c1ccccc1Cl,Brotizolam,7.63E-01,2.37E-01,0
DB09016,N(CC(CC1c2c(CCc3c1cccc3)cccc2)C)(C)C,Butriptyline,1.51E-02,9.85E-01,1
DB09015,[K+].O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@@](O)(CCC(=O)[O-])[C@]4(CC3)C)C=CC2=C1)C,Potassium Canrenoate,9.44E-01,5.58E-02,0
DB09014,S(CCCC)c1ccc(cc1)C(SCCN(C)C)c1ccccc1,Captodiame,4.95E-03,9.95E-01,1
DB09012,OC1C2=C\C(=N\NC(=O)N)\C(=O)C=C2N(C1)C,Carbazochrome,9.92E-01,8.07E-03,0
DB09009,s1cc(C)c(N=C(O)C(NCCC)C)c1C(OC)=O,Articaine,9.53E-01,4.73E-02,0
DB09008,s1cccc1CC(O)=N[C@H]1[C@H]2SCC(C[n+]3ccccc3)=C(N2C1=O)C(=O)[O-],Cephaloridine,9.15E-01,8.46E-02,0
DB09006,O(C(CC)(C(O)=O)C)c1cc(ccc1)C1(CCCCC1)c1ccc(OC(CC)(C(O)=O)C)cc1,Clinofibrate,4.96E-01,5.04E-01,1
DB09003,Clc1cc2N(c3c(CCc2cc1)cccc3)CCCN1CCC(N2CCCCC2)(CC1)C(O)=N,Clocapramine,1.95E-02,9.80E-01,1
DB09002,Clc1ccc(cc1)C(OCCN1CCCCC1)c1ccccc1,Cloperastine,1.32E-02,9.87E-01,1
DB09000,S1c2c(N(c3c1cccc3)CC(CN(C)C)C)cc(cc2)C#N,Cyamemazine,1.66E-02,9.83E-01,1
DB08998,O(N=C1c2c(C=Cc3c1cccc3)cccc2)CCNC,Demexiptiline,5.74E-02,9.43E-01,1
DB08996,N(CCCN1c2c(cccc2)C(c2c1cccc2)(C)C)(C)C,Dimetacrine,8.11E-02,9.19E-01,1
DB08995,O1c2c(C(=O)C=C1c1cc(O)c(OC)cc1)c(O)cc(O[C@@H]1O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]1O)c2,Diosmin,8.52E-01,1.48E-01,0
DB08994,o1c(c(nc1N(CCO)CCO)-c1ccccc1)-c1ccccc1,Ditazole,1.10E-01,8.90E-01,1
DB08993,OC/1=N[C@@H]([C@@H]2NC(NCC2)=N)C(O)=NC[C@H](N=C(O)C[C@@H](N)[C@H](O)CCN)C(O)=N[C@@H](CO)C(O)=N[C@@H](CO)C(O)=N\C\1=C/NC(O)=N,Enviomycin,9.79E-01,2.06E-02,0
DB08992,O=C(C(CN1CCCCC1)C)c1ccc(cc1)CC,Eperisone,7.75E-01,2.25E-01,0
DB08991,O(C)c1n(nc(c1)C)-c1nc(cc(OC)n1)C,Epirizole,8.33E-01,1.67E-01,0
DB08990,Cl.Cl.O(C(CN1CCN(CC1)CC(C(=O)c1ccccc1)C)c1ccccc1)CC,Eprazinone,1.41E-02,9.86E-01,1
DB08987,OC(=Nc1c(cccc1C)C)C(N(CCC)CC)CC,Etidocaine,6.26E-01,3.74E-01,0
DB08984,FC(F)(F)c1cc(Nc2ccccc2C(OCCOCCO)=O)ccc1,Etofenamate,4.51E-01,5.49E-01,1
DB08983,Clc1ccc(OC(C(OCCOC(=O)c2cccnc2)=O)(C)C)cc1,Etofibrate,6.76E-01,3.24E-01,0
DB08982,S1\C(\N(C)C(=O)C1N1CCCCC1)=C\C(OCC)=O,Etozoline,9.89E-01,1.14E-02,0
DB08981,OC(=O)CCC(=O)c1ccc(cc1)-c1ccccc1,Fenbufen,9.94E-01,5.70E-03,0
DB08979,O1C2(CCN(CC2)CCc2ccccc2)CN=C1O,Fenspiride,7.49E-01,2.51E-01,0
DB08976,FC(F)(F)c1c2nccc(Nc3ccccc3C(OCC(O)CO)=O)c2ccc1,Floctafenine,5.92E-01,4.08E-01,0
DB08974,Fc1ccc(cc1)C(=O)c1cc2[nH]c(nc2cc1)N=C(OC)O,Flubendazole,8.87E-01,1.13E-01,0
DB08973,Cl[C@@]12[C@H]([C@@H]3C[C@H]4OC(O[C@@]4(C(=O)CO)[C@]3(C[C@@H]1Cl)C)(C)C)C[C@H](F)C1=CC(=O)C=C[C@@]12C,Fluclorolone acetonide,9.27E-01,7.25E-02,0
DB08971,F[C@@H]1C2=CC(=O)C=C[C@@]2([C@@H]2[C@H]([C@@H]3C[C@@H](C)[C@H](C(=O)CO)[C@]3(C[C@@H]2O)C)C1)C,Fluocortolone,9.78E-01,2.19E-02,0
DB08970,F[C@@]12[C@H]([C@@H]3CC(=C)[C@](O)(C(=O)CO)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@@]12C,Fluprednidene Acetate,9.93E-01,7.08E-03,0
DB08968,Clc1cccc(N=C(O)c2ccccc2)c1CN(CC(=O)N1CCOCC1)C,Fominoben,1.02E-01,8.98E-01,1
DB08967,S1c2c(N(c3c1cccc3)CC(N(C)C)C)cc(S(=O)(=O)N(C)C)cc2.S(O)(=O)(=O)C,Dimetotiazine,3.48E-01,6.52E-01,1
DB08966,S(S\C(=C(\N(CC1=CN=C(NC1=N)C)C=O)/C)\CCO)CC1OCCC1,Fursultiamine,9.40E-01,6.00E-02,0
DB08965,O1C(C(C)C)C(=O)N(C)[C@@H](C(C)C)C(OC(C(C)C)C(=O)N(C)[C@@H](C(C)C)C(OC(C(C)C)C(=O)N(C)[C@@H](C(C)C)C1=O)=O)=O,Fusafungine,9.82E-01,1.84E-02,0
DB08964,O=C1C[C@@H](O)[C@H](\C=C\[C@@H](O)C(CCCC)(C)C)[C@H]1CCCC\C=C\C(OC)=O,Gemeprost,5.27E-01,4.73E-01,0
DB08958,NC1(CN(CN(C1)CC(CCCC)CC)CC(CCCC)CC)C,Hexetidine,2.52E-02,9.75E-01,1
DB08957,Oc1cc(ccc1O)C(O)CNCCCCCCNCC(O)c1cc(O)c(O)cc1,Hexoprenaline,6.47E-01,3.53E-01,0
DB08954,Oc1ccc(cc1)C(O)C(N1CCC(CC1)Cc1ccccc1)C,Ifenprodil,6.06E-02,9.39E-01,1
DB08947,Ic1c(C(O)=NC(CO)CO)c(I)c(N=C(O)[C@@H](O)C)c(I)c1C(O)=NC(CO)CO,Iopamidol,1.00E+00,4.59E-04,0
DB08946,Ic1c(CC(CC)C(O)=O)c(I)cc(I)c1N,Iopanoic acid,9.85E-01,1.50E-02,0
DB08944,OC(CC(O)=O)(CC(O)=O)C(O)=O.N(C(CC(C(C)C)(C#N)c1ccccc1)C)(C)C,Isoaminile,7.16E-01,2.84E-01,0
DB08943,Clc1cccc(Cl)c1COC(Cn1ccnc1)c1ccc(Cl)cc1Cl,Isoconazole,1.68E-02,9.83E-01,1
DB08941,O(CC(NC(C(O)c1ccc(O)cc1)C)C)c1ccccc1,Isoxsuprine,6.58E-01,3.42E-01,0
DB08936,Clc1ccc(cc1)C(N1CCN(CC1)C)c1ccccc1,Chlorcyclizine,3.19E-02,9.68E-01,1
DB08934,P(Oc1ccccc1)(OCC1O[C@@H](N2C=CC(=O)NC2=O)[C@@](F)(C)[C@@H]1O)(=O)N[C@H](C(OC(C)C)=O)C,Sofosbuvir,8.93E-01,1.07E-01,0
DB08933,Clc1cc(Cl)ccc1C1S\C(\SC1)=C(\n1ccnc1)/C#N,Luliconazole,9.68E-02,9.03E-01,1
DB08932,Brc1ccc(cc1)-c1c(ncnc1OCCOc1ncc(Br)cn1)NS(=O)(=O)NCCC,MACITENTAN,3.02E-01,6.98E-01,1
DB08931,Fc1ccccc1Cn1nc(c2cccnc12)-c1nc(N)c(N(C(OC)=O)C)c(n1)N,Riociguat,5.50E-01,4.50E-01,0
DB08930,Fc1cc(F)ccc1CNC(=O)C1=CN2C(=C(O)C1=O)C(=O)N1[C@@H](OCC[C@H]1C)C2,Dolutegravir,9.75E-01,2.47E-02,0
DB08928,[As]1(SC(CS1)CO)c1cc(NC(=O)C)c(O)cc1,Arsthinol,8.06E-01,1.94E-01,0
DB08924,ClC(Cl)(Cl)\C=N\C(Cc1ccccc1)C,Amfecloral,2.23E-01,7.77E-01,1
DB08922,S1N=C(N2CCN(CC2)CCCCN2C(=O)[C@H]3[C@H](CCCC3)C2=O)c2c(C1)cccc2,Perospirone,1.07E-01,8.93E-01,1
DB08918,O=C(N(CC)CC)[C@]1(C[C@H]1CN)c1ccccc1,Levomilnacipran,9.45E-01,5.49E-02,0
DB08916,Clc1cc(Nc2ncnc3c2cc(NC(=O)\C=C\CN(C)C)c(O[C@H]2CCOC2)c3)ccc1F,Afatinib,2.00E-01,8.00E-01,1
DB08913,[Ra](Cl)Cl,Radium Ra 223 Dichloride,1.00E+00,8.00E-23,0
DB08912,s1c(c(nc1C(C)(C)C)-c1cccc(NS(=O)(=O)c2c(F)cccc2F)c1F)-c1nc(ncc1)N,Dabrafenib,4.27E-01,5.73E-01,1
DB08911,Ic1cc(F)c(NC=2N(C)C(=O)C(=C3N(c4cc(NC(=O)C)ccc4)C(=O)N(C4CC4)C(=O)C=23)C)cc1,Trametinib,6.15E-01,3.85E-01,0
DB08910,O=C1NC(=O)CCC1N1C(=O)c2c(cccc2N)C1=O,Pomalidomide,9.98E-01,1.67E-03,0
DB08909,O(C(COC(=O)CCCc1ccccc1)COC(=O)CCCc1ccccc1)C(=O)CCCc1ccccc1,Glycerol Phenylbutyrate,4.14E-01,5.86E-01,1
DB08908,O(C(=O)\C=C\C(OC)=O)C,Dimethyl fumarate,1.00E+00,1.07E-04,0
DB08907,s1c(ccc1Cc1cc(ccc1C)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)-c1ccc(F)cc1,Canagliflozin,5.29E-01,4.71E-01,0
DB08906,S(C(=O)[C@]1(OC(=O)c2occc2)[C@@]2([C@H]([C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C2)C[C@H]1C)C)CF,Fluticasone furoate,7.45E-01,2.55E-01,0
DB08905,OC1=C2CC[C@H]3[C@@H]4CCC(=O)[C@]4(CC[C@@H]3[C@]2(CCC1=O)C)C,Formestane,9.72E-01,2.82E-02,0
DB08903,Brc1cc2cc([C@H]([C@@](O)(CCN(C)C)c3c4c(ccc3)cccc4)c3ccccc3)c(OC)nc2cc1,Bedaquiline,1.38E-02,9.86E-01,1
DB08901,FC(F)(F)c1cc(NC(=O)c2cc(C#Cc3n4N=CC=Cc4nc3)c(cc2)C)ccc1CN1CCN(CC1)C,Ponatinib,4.81E-02,9.52E-01,1
DB08899,S=C1N(C(C)(C)C(=O)N1c1cc(C(F)(F)F)c(cc1)C#N)c1cc(F)c(cc1)C(=O)NC,Enzalutamide,7.09E-01,2.91E-01,0
DB08897,s1cccc1C(O)(C(O[C@@H]1C2CC[N+](C1)(CC2)CCCOc1ccccc1)=O)c1sccc1,Aclidinium,2.77E-01,7.23E-01,1
DB08896,Clc1ccc(NC(=O)Nc2ccc(Oc3cc(ncc3)C(=O)NC)cc2F)cc1C(F)(F)F,Regorafenib,4.62E-01,5.38E-01,1
DB08895,O=C(N1C[C@H](N(C)c2ncnc3[nH]ccc23)[C@@H](CC1)C)CC#N,Tofacitinib,7.74E-01,2.26E-01,0
DB08893,s1cc(nc1N)CC(=O)Nc1ccc(cc1)CCNC[C@H](O)c1ccccc1,Mirabegron,3.73E-01,6.27E-01,1
DB08890,S1SC[C@@H]2NC(=O)[C@H]3NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)C1)CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@H]1N(CCC1)C(=O)[C@@H](NC2=O)CC(=O)N)C)C(=O)N[C@@H]([C@H](O)C)C(=O)NCC(=O)N[C@@H](CSSC3)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O)CCC(O)=O)Cc1ccc(O)cc1,Linaclotide,8.25E-05,1.00E+00,1
DB08889,O1C[C@@]1(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CN1CCOCC1)CCc1ccccc1)CC(C)C)Cc1ccccc1)CC(C)C)C,Carfilzomib,8.07E-01,1.93E-01,0
DB08887,O(C(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)CC,Icosapent ethyl,3.94E-02,9.61E-01,1
DB08884,[Gd+3].[Na+].[Na+].O(CC)c1ccc(cc1)CC(N(CC(=O)[O-])CC(=O)[O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-],Gadoxetate,1.00E+00,2.36E-06,0
DB08882,O=C1N(Cc2nc(c3c(n2)cccc3)C)C(=O)N(c2nc(n(c12)CC#CC)N1C[C@H](N)CCC1)C,Linagliptin,4.39E-01,5.61E-01,1
DB08881,Clc1ccc(cc1)-c1cc2c([nH]cc2C(=O)c2c(F)c(NS(=O)(=O)CCC)ccc2F)nc1,Vemurafenib,3.48E-01,6.52E-01,1
DB08877,[nH]1c2ncnc(c2cc1)-c1cn(nc1)[C@H](CC#N)C1CCCC1,Ruxolitinib,2.97E-01,7.03E-01,1
DB08874,Clc1c(CC)c(C(O[C@H]2[C@H](O)[C@H](OC)[C@@H](O[C@@H]2C)OC\C\2=C/C=C/C[C@H](O)/C(=C/[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]3O)/C(=C/C(=C/CC(OC/2=O)[C@H](O)C)/C)/C)/C)=O)c(O)c(Cl)c1O,Fidaxomicin,1.05E-01,8.95E-01,1
DB08873,O=C(NC(CC1CCC1)C(=O)C(=O)N)[C@H]1N(C[C@H]2[C@@H]1C2(C)C)C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C,Boceprevir,9.74E-01,2.62E-02,0
DB08871,O1[C@@H]2[C@H](CC(=O)CC3O[C@H]4[C@@H](O[C@H]5[C@H]6O[C@]7(O[C@@H]4[C@@H]5O[C@@H]6C7)CC[C@@H]4O[C@@H](CC[C@@H]5O[C@H](C2)C(=C)[C@@H](C5)C)C(C4)=C)CC3)[C@@H](OC)[C@H]1C[C@H](O)CN,Eribulin,8.64E-01,1.36E-01,0
DB08868,OCC(N)(CCc1ccc(cc1)CCCCCCCC)CO,Fingolimod,1.98E-01,8.02E-01,1
DB08867,O=C1CCC2=C3[C@H]([C@@H]4CC[C@](OC(=O)C)(C(=O)C)[C@]4(C[C@@H]3c3ccc(N(C)C)cc3)C)CCC2=C1,Ulipristal,2.00E-01,8.00E-01,1
DB08866,Oc1cc2CC[C@H]3[C@@H]4CC[C@H](OC(=O)CCCC)[C@]4(CC[C@@H]3c2cc1)C.O=C1CCC=2C(=C1)CC[C@H]1[C@@H]3CC[C@@](O)(CC#N)[C@]3(CCC1=2)C,Estradiol valerate/Dienogest,9.84E-04,9.99E-01,1
DB08865,Clc1c([C@H](Oc2cc(cnc2N)-c2cn(nc2)C2CCNCC2)C)c(Cl)ccc1F,Crizotinib,5.82E-02,9.42E-01,1
DB08864,n1c(Nc2c(cc(cc2C)\C=C\C#N)C)ccnc1Nc1ccc(cc1)C#N,Rilpivirine,7.09E-02,9.29E-01,1
DB08860,Fc1ccc(cc1)-c1c2c(nc(C3CC3)c1\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)cccc2,Pitavastatin,4.69E-01,5.31E-01,1
DB08847,O[C@H]1CC(NC1)C(O)=O,Hydroxyproline,9.99E-01,8.24E-04,0
DB08842,O([C@H](CC(O)=O)C[N+](C)(C)C)C(=O)C,Acetylcarnitine,1.00E+00,4.46E-07,0
DB08835,OC(=O)CC[C@@H](NC(=O)C[C@H](NC(=O)C)C(O)=O)C(O)=O,Spaglumic Acid,1.00E+00,1.56E-05,0
DB08834,S(O)(=O)(=O)CCNC(=O)CCC(C)C1CC[C@H]2[C@H]3[C@H](CC[C@]12C)[C@@]1([C@@H](C[C@H](O)CC1)C[C@@H]3O)C,Tauroursodeoxycholic acid,7.50E-01,2.50E-01,0
DB08828,Clc1ccc(NC(=O)c2ccc(S(=O)(=O)C)cc2Cl)cc1-c1ncccc1,Vismodegib,3.43E-01,6.57E-01,1
DB08827,FC(F)(F)c1ccc(cc1)-c1ccccc1C(=O)NC1CCN(CC1)CCCCC1(c2c(-c3c1cccc3)cccc2)C(=O)NCC(F)(F)F,Lomitapide,1.55E-01,8.45E-01,1
DB08826,OC=1C(=O)C=CN(C)C=1C,Deferiprone,9.98E-01,2.41E-03,0
DB08824,Ic1ccc(cc1)[C@H]1CC2N(C(CC2)[C@H]1C(OC)=O)CCCF,Ioflupane I 123,2.24E-01,7.76E-01,1
DB08823,O1[C@H](CCC[C@H](O[C@@H]2O[C@H](C)[C@@H](N(C)C)CC2)[C@@H](C)C(=O)C=2[C@H]([C@H]3[C@H]([C@H]4[C@@H](C[C@@H](O[C@@H]5C[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C4)C=C3)C=2)CC1=O)CC,Spinosad,3.88E-01,6.12E-01,1
DB08822,O1C(COC(=O)c2c3n(Cc4ccc(cc4)-c4ccccc4C=4NC(ON=4)=O)c(OCC)nc3ccc2)=C(OC1=O)C,Azilsartan medoxomil,5.20E-01,4.80E-01,0
DB08820,Oc1cc(NC(=O)C2=CNc3c(cccc3)C2=O)c(cc1C(C)(C)C)C(C)(C)C,Ivacaftor,6.04E-01,3.96E-01,0
DB08819,FC(F)(\C=C\[C@@H]1[C@@H](C\C=C/CCCC(OC(C)C)=O)[C@@H](O)C[C@H]1O)COc1ccccc1,Tafluprost,1.91E-01,8.09E-01,1
DB08818,O1[C@H](CO)[C@@H](O)C(O[C@@H]2O[C@H](C(O)=O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](NC(=O)C)[C@@H]1O[C@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@H]1C(O)=O)OC1[C@@H](NC(=O)C)[C@@H](O[C@H](CO)[C@H]1O)O,Hyaluronic acid,9.91E-01,8.95E-03,0
DB08816,S(CCC)c1nc(N[C@@H]2C[C@H]2c2cc(F)c(F)cc2)c2nnn(c2n1)[C@@H]1C[C@H](OCCO)[C@@H](O)[C@H]1O,Ticagrelor,5.64E-01,4.36E-01,0
DB08815,s1nc(N2CCN(CC2)C[C@@H]2CCCC[C@H]2CN2C(=O)[C@H]3[C@H]([C@@H]4CC[C@H]3C4)C2=O)c2c1cccc2,Lurasidone,3.11E-01,6.89E-01,1
DB08811,O(C)c1cc(ccc1OC)C1=NN=C(C)C(c2c1cc(OC)c(OC)c2)CC,Tofisopam,1.14E-01,8.86E-01,1
DB08810,O(CC)c1cc(N)c([N+](=O)[O-])cc1C(=O)NC1CCN(CC1)CC1CCC=CC1,Cinitapride,5.42E-01,4.58E-01,0
DB08808,Clc1ccc(cc1OCC(O)CNC(C)(C)C)C,Bupranolol,7.21E-01,2.79E-01,0
DB08807,O(CC(OC(=O)c1ccccc1)CNC(C)(C)C)c1c2cc([nH]c2ccc1)C,Bopindolol,2.50E-01,7.50E-01,1
DB08806,O(CCCNC(=O)COC(=O)C)c1cc(ccc1)CN1CCCCC1,Roxatidine acetate,7.80E-01,2.20E-01,0
DB08804,O=C1CC[C@@H]2[C@@H]3[C@H]([C@@H]4CC[C@H](OC(=O)CCCCCCCCC)[C@]4(CC3)C)CCC2=C1,Nandrolone decanoate,9.12E-02,9.09E-01,1
DB08803,O(CC=1NCCN=1)c1cc(ccc1C(C)C)C,Tymazoline,7.52E-01,2.48E-01,0
DB08802,S1c2c(N(c3ncccc13)CC(N(C)C)C)cccc2,Isothipendyl,4.39E-01,5.61E-01,1
DB08801,n1ccccc1C(C)C=1c2c(CC=1CCN(C)C)cccc2,Dimetindene,9.84E-02,9.02E-01,1
DB08800,Clc1ccc(cc1)CN(CCN(C)C)c1ncccc1,Chloropyramine,1.66E-02,9.83E-01,1
DB08799,N1CCN=C1CN(Cc1ccccc1)c1ccccc1,Antazoline,1.87E-02,9.81E-01,1
DB08798,S(=O)(=O)(Nc1oc(C)c(n1)C)c1ccc(N)cc1,Sulfamoxole,9.40E-01,5.97E-02,0
DB08797,Oc1ccccc1C(=O)N,Salicylamide,1.00E+00,3.68E-04,0
